Customer ID,Recency,Frequency,Monetary,Cluster
12421.0,16,6,1098.6,0
12422.0,96,17,5231.8,0
12423.0,1,10,2622.39,0
12424.0,163,4,3340.03,0
12425.0,78,2,1741.41,0
12426.0,195,2,1345.21,0
12427.0,22,3,825.8000000000001,0
12428.0,26,9,7956.46,0
12429.0,9,8,6204.41,0
12430.0,43,1,256.4,0
12431.0,36,27,10432.22,0
12432.0,43,5,5059.32,0
12433.0,1,10,16794.14,0
12434.0,85,3,1103.43,0
12435.0,80,6,13925.93,0
12436.0,100,1,509.01,0
12437.0,2,39,12683.4,0
12438.0,14,2,2906.85,0
12439.0,683,2,1142.88,1
12440.0,462,2,859.2,1
12441.0,367,1,173.55,1
12442.0,3,1,172.06,0
12443.0,732,1,485.31,1
12444.0,21,5,5005.46,0
12445.0,22,2,434.98,0
12446.0,58,1,1002.31,0
12447.0,243,1,476.49,0
12448.0,44,1,449.45,0
12449.0,22,6,4835.89,0
12450.0,156,5,688.2,0
12451.0,11,8,12669.88,0
12452.0,17,2,430.5700000000001,0
12453.0,134,1,707.09,0
12454.0,56,5,16679.78,0
12455.0,73,10,5879.95,0
12456.0,44,3,3181.04,0
12457.0,66,8,2995.91,0
12458.0,71,4,1777.49,0
12459.0,605,1,454.36,1
12460.0,456,1,326.65,1
12461.0,94,2,826.88,0
12462.0,19,2,1189.59,0
12463.0,53,4,1344.78,0
12464.0,10,8,1212.05,0
12465.0,17,2,742.19,0
12466.0,682,1,56.73,1
12467.0,423,1,132.8,1
12468.0,188,5,3670.74,0
12469.0,523,2,3070.54,1
12470.0,690,1,211.95,1
12471.0,2,79,39918.19,3
12472.0,32,19,16249.29,0
12473.0,29,5,3928.05,0
12474.0,17,31,12372.75,0
12475.0,54,2,1149.64,0
12476.0,16,23,14083.91,0
12477.0,23,9,20276.37,0
12478.0,4,1,680.99,0
12479.0,11,1,527.2,0
12480.0,28,7,5464.85,0
12481.0,23,15,12185.51,0
12482.0,576,29,23691.4,1
12483.0,17,19,5097.18,0
12484.0,33,12,6354.1,0
12485.0,529,1,708.1,1
12486.0,432,1,1037.28,1
12487.0,731,1,285.3,1
12488.0,10,3,1298.66,0
12489.0,336,1,334.93,1
12490.0,5,21,9823.64,0
12491.0,39,1,460.4,0
12492.0,63,3,715.21,0
12493.0,166,2,433.74,0
12494.0,16,9,1815.27,0
12495.0,641,1,357.4,1
12496.0,620,2,45.34,1
12497.0,82,3,6248.5,0
12498.0,21,3,403.7000000000001,0
12499.0,560,1,393.72,1
12500.0,23,19,5955.21,0
12501.0,337,1,2169.39,1
12502.0,96,5,3723.87,0
12503.0,584,1,1126.0,1
12504.0,18,4,779.05,0
12505.0,409,1,955.2,1
12506.0,233,1,73.5,0
12507.0,134,4,1844.06,0
12508.0,26,2,397.88,0
12509.0,284,1,176.5,1
12510.0,143,9,5178.02,0
12511.0,429,1,3084.02,1
12512.0,66,2,132.18,0
12513.0,113,1,612.29,0
12514.0,267,2,1597.76,1
12515.0,353,1,383.7,1
12516.0,78,4,2648.62,0
12517.0,28,5,2481.6,0
12518.0,1,5,2056.89,0
12519.0,64,2,716.54,0
12520.0,79,5,2634.26,0
12521.0,143,1,599.68,0
12522.0,39,2,192.72,0
12523.0,19,23,4352.35,0
12524.0,9,17,11126.11,0
12525.0,498,3,973.73,1
12526.0,1,3,1316.66,0
12527.0,82,5,735.51,0
12528.0,9,6,1933.48,0
12529.0,528,1,316.48,1
12530.0,60,9,3759.26,0
12531.0,15,2,1933.2,0
12532.0,30,1,349.83000000000004,0
12533.0,628,2,1367.89,1
12534.0,131,1,1089.18,0
12535.0,92,2,716.35,0
12536.0,43,3,12601.830000000002,0
12537.0,409,1,732.94,1
12538.0,29,2,640.45,0
12539.0,22,7,11214.75,0
12540.0,20,33,22254.49,0
12541.0,30,3,981.18,0
12542.0,484,2,481.88,1
12543.0,448,1,980.25,1
12544.0,36,1,372.7,0
12545.0,75,2,1000.39,0
12546.0,47,2,1161.5,0
12547.0,198,3,383.58,0
12548.0,166,1,95.2,0
12549.0,576,6,1575.68,1
12550.0,79,1,964.83,0
12551.0,358,1,168.0,1
12552.0,39,2,437.82,0
12553.0,8,12,4608.75,0
12554.0,449,1,468.5,1
12555.0,682,1,129.23,1
12556.0,50,2,599.56,0
12557.0,16,8,18096.14,0
12558.0,8,1,269.96,0
12559.0,311,2,561.71,1
12560.0,5,3,2134.01,0
12561.0,303,1,238.85,1
12562.0,8,9,4966.92,0
12563.0,409,1,249.24,1
12564.0,261,1,456.9,1
12565.0,289,1,145.92000000000002,1
12566.0,86,1,351.65,0
12567.0,23,15,11767.48,0
12568.0,645,1,70.0,1
12569.0,2,32,4124.6900000000005,0
12570.0,682,1,77.52,1
12571.0,40,2,519.61,0
12572.0,9,2,1020.42,0
12573.0,227,5,717.41,0
12574.0,316,1,218.45,1
12575.0,457,2,622.82,1
12576.0,36,8,2142.7200000000003,0
12577.0,35,8,1617.1,0
12578.0,21,4,4642.45,0
12579.0,78,1,440.42,0
12580.0,247,2,1052.9,0
12581.0,40,1,197.71,0
12582.0,239,4,1980.4,0
12583.0,3,27,13591.58,0
12584.0,4,9,2338.15,0
12585.0,234,2,2040.1,0
12586.0,17,4,2062.67,0
12587.0,8,1,144.0,0
12588.0,39,4,958.78,0
12589.0,29,8,4695.66,0
12590.0,211,2,9864.26,0
12591.0,317,3,1338.95,1
12592.0,92,5,2582.66,0
12593.0,109,3,418.1,0
12594.0,38,15,5090.110000000001,0
12595.0,505,1,299.02,1
12596.0,51,2,618.27,0
12597.0,19,4,3811.22,0
12598.0,10,11,4534.09,0
12599.0,29,13,2296.72,0
12600.0,29,21,4967.42,0
12601.0,190,6,681.26,0
12602.0,59,1,153.12,0
12603.0,22,1,739.1999999999999,0
12604.0,79,2,254.18,0
12605.0,376,4,1232.95,1
12606.0,682,1,21.0,1
12607.0,60,1,1579.51,0
12608.0,405,1,415.79,1
12609.0,78,9,3435.86,0
12610.0,23,5,2099.54,0
12611.0,52,1,1193.32,0
12612.0,74,1,704.04,0
12613.0,57,10,6817.37,0
12614.0,278,1,315.6,1
12615.0,2,8,5740.9800000000005,0
12616.0,95,3,1131.1,0
12617.0,29,1,352.98,0
12618.0,22,1,177.31,0
12619.0,16,10,3781.38,0
12620.0,15,3,1339.41,0
12621.0,2,35,24311.2,0
12622.0,232,1,180.1,0
12623.0,276,7,3747.84,1
12624.0,106,2,641.13,0
12625.0,212,4,5164.88,0
12626.0,23,9,6620.4800000000005,0
12627.0,11,7,4478.53,0
12628.0,4,3,786.46,0
12629.0,386,2,1558.22,1
12630.0,10,2,1270.88,0
12631.0,57,6,3481.57,0
12632.0,521,2,804.88,1
12633.0,59,7,5678.16,0
12634.0,536,2,490.0,1
12635.0,90,4,2930.41,0
12636.0,739,1,141.0,1
12637.0,67,12,8283.81,0
12638.0,33,2,921.49,0
12639.0,239,3,1312.37,0
12640.0,24,3,1174.58,0
12641.0,115,1,185.9,0
12642.0,25,3,1013.26,0
12643.0,128,12,8304.82,0
12644.0,130,4,1918.49,0
12645.0,34,8,3539.3,0
12646.0,5,2,1346.97,0
12647.0,22,36,16955.55,0
12648.0,155,4,1112.0,0
12649.0,107,8,2294.65,0
12650.0,3,1,314.44,0
12651.0,335,4,377.75,1
12652.0,331,2,1017.03,1
12653.0,149,3,4160.83,0
12654.0,11,5,601.98,0
12655.0,424,1,261.35,1
12656.0,17,8,6407.83,0
12657.0,11,4,1643.18,0
12658.0,19,1,686.05,0
12659.0,30,1,91.68,0
12660.0,11,1,245.1,0
12661.0,436,1,162.0,1
12662.0,1,20,6726.54,0
12663.0,625,2,239.4,1
12664.0,8,11,6070.04,0
12665.0,325,3,313.6,1
12666.0,394,1,1248.42,1
12667.0,58,1,620.13,0
12668.0,12,10,11383.03,0
12669.0,151,3,2744.03,0
12670.0,10,7,3760.29,0
12671.0,606,1,2622.481,1
12672.0,330,2,437.05,1
12673.0,5,3,1230.02,0
12674.0,39,4,1970.6,0
12675.0,554,2,957.25,1
12676.0,25,11,2843.09,0
12677.0,555,2,395.1,1
12678.0,42,21,34281.18,0
12679.0,59,4,1113.02,0
12680.0,1,4,880.81,0
12681.0,15,45,29834.76,0
12682.0,4,52,22950.22,0
12683.0,4,21,11633.7,0
12684.0,8,7,2283.63,0
12685.0,28,6,2863.08,0
12686.0,372,1,89.14,1
12687.0,481,2,2138.91,1
12688.0,114,1,4873.81,0
12689.0,26,2,1247.61,0
12690.0,206,1,389.01,0
12691.0,28,7,1170.4,0
12692.0,637,1,110.95,1
12693.0,127,7,1703.02,0
12694.0,70,3,1843.35,0
12695.0,7,7,1407.12,0
12696.0,435,2,851.91,1
12697.0,29,3,957.59,0
12698.0,590,1,339.75,1
12699.0,418,1,638.11,1
12700.0,8,4,4939.99,0
12701.0,80,6,2446.41,0
12702.0,20,1,219.0,0
12703.0,71,4,1006.53,0
12704.0,7,8,2340.84,0
12705.0,15,14,11762.1,0
12707.0,292,1,603.42,1
12708.0,30,18,5117.66,0
12709.0,15,34,30291.76,0
12710.0,97,3,1149.02,0
12711.0,612,2,1339.05,1
12712.0,29,21,6723.03,0
12713.0,1,1,848.55,0
12714.0,9,12,14093.71,0
12715.0,106,1,343.36,0
12716.0,4,2,1053.49,0
12717.0,151,3,1308.91,0
12718.0,71,1,238.25,0
12719.0,5,2,644.95,0
12720.0,3,30,7787.28,0
12721.0,32,8,4013.08,0
12722.0,85,4,997.63,0
12723.0,4,5,725.07,0
12724.0,5,7,2317.52,0
12725.0,371,4,2266.76,1
12726.0,28,11,4014.6,0
12727.0,11,10,5679.53,0
12728.0,71,5,1070.17,0
12729.0,114,1,453.01,0
12730.0,522,1,829.25,1
12731.0,24,17,25775.71,0
12732.0,180,1,236.26,0
12733.0,234,4,2424.87,0
12734.0,353,3,639.65,1
12735.0,315,2,779.5699999999999,1
12736.0,333,1,234.0,1
12737.0,499,2,3710.5,1
12738.0,372,1,155.35,1
12739.0,78,4,2726.73,0
12740.0,64,1,427.6,0
12741.0,529,2,406.07,1
12742.0,626,1,1201.52,1
12743.0,134,2,540.13,0
12744.0,52,11,25317.06,0
12745.0,487,3,925.41,1
12746.0,541,1,254.55,1
12747.0,2,26,8898.48,0
12748.0,1,336,53539.64,3
12749.0,4,9,6897.36,0
12750.0,129,1,275.88,0
12751.0,445,1,268.27,1
12752.0,81,1,4366.78,0
12753.0,23,6,21429.39,0
12754.0,236,3,3010.74,0
12755.0,281,11,5236.26,0
12756.0,87,1,112.08,0
12757.0,16,13,7834.650000000001,0
12758.0,117,7,9903.24,0
12759.0,52,8,5020.74,0
12760.0,456,1,347.8,1
12761.0,458,2,782.95,1
12762.0,8,2,1898.52,0
12763.0,138,2,494.08,0
12764.0,317,1,1693.88,1
12765.0,472,6,1404.58,1
12766.0,4,9,8918.99,0
12767.0,376,1,949.82,1
12768.0,451,1,168.69,1
12769.0,239,1,1143.6,0
12770.0,211,2,3246.45,0
12771.0,486,1,282.3,1
12772.0,60,1,892.47,0
12773.0,564,1,124.25,1
12774.0,536,1,98.7,1
12775.0,17,7,1686.12,0
12776.0,668,1,55.5,1
12777.0,458,1,519.45,1
12778.0,20,9,1775.68,0
12779.0,38,14,6474.11,0
12780.0,599,1,337.4,1
12781.0,64,2,826.74,0
12782.0,5,11,4618.24,0
12783.0,2,6,2225.91,0
12784.0,9,3,1763.15,0
12785.0,364,3,1100.4,1
12786.0,610,1,728.5000000000001,1
12787.0,10,4,862.1800000000001,0
12788.0,463,4,444.9,1
12789.0,65,3,273.35,0
12790.0,192,2,591.85,0
12791.0,374,6,863.51,1
12792.0,257,2,827.01,1
12793.0,335,3,885.53,1
12794.0,53,2,860.41,0
12795.0,19,1,430.48,0
12796.0,628,1,381.0,1
12797.0,366,2,552.08,1
12798.0,10,4,8510.93,0
12799.0,529,1,219.35,1
12800.0,470,3,584.25,1
12801.0,501,1,1071.82,1
12802.0,187,7,2416.42,0
12803.0,393,1,1092.81,1
12804.0,466,2,325.37,1
12805.0,382,4,1434.95,1
12806.0,435,4,2878.96,1
12807.0,383,1,330.35,1
12808.0,37,5,776.7,0
12809.0,178,3,1755.94,0
12810.0,535,2,534.99,1
12811.0,261,5,1033.9,0
12812.0,45,1,229.64,0
12813.0,502,3,1687.8,1
12814.0,102,1,125.92,0
12815.0,148,2,1063.46,0
12816.0,96,2,572.2,0
12817.0,281,3,690.98,1
12818.0,262,1,1542.08,1
12819.0,458,1,540.52,1
12820.0,3,11,2689.52,0
12821.0,214,2,220.8,0
12822.0,71,2,948.88,0
12823.0,75,18,6501.5,0
12824.0,60,1,397.12,0
12825.0,521,2,518.63,1
12826.0,3,12,2800.75,0
12827.0,6,3,430.15,0
12828.0,3,6,1018.71,0
12829.0,337,3,385.3,1
12830.0,38,6,6814.64,0
12831.0,262,3,451.11,1
12832.0,32,2,383.03,0
12833.0,145,1,417.38,0
12834.0,283,1,312.38,1
12835.0,428,41,5996.83,1
12836.0,59,15,6559.7300000000005,0
12837.0,173,2,662.66,0
12838.0,34,10,2975.91,0
12839.0,3,26,9669.12,0
12840.0,144,7,4041.97,0
12841.0,5,40,6958.2,0
12842.0,70,4,1917.99,0
12843.0,66,30,6583.36,0
12844.0,29,4,648.6,0
12845.0,267,4,354.09000000000003,1
12846.0,682,1,15.58,1
12847.0,22,2,1609.0,0
12848.0,676,1,208.0,1
12849.0,31,6,3042.4700000000003,0
12850.0,446,1,330.0,1
12851.0,97,2,280.76,0
12852.0,295,1,311.55,1
12853.0,135,11,3907.5,0
12854.0,79,7,2970.9700000000003,0
12855.0,373,4,612.84,1
12856.0,8,6,2170.78,0
12857.0,211,6,3688.0,0
12858.0,383,1,147.27,1
12859.0,459,1,575.1,1
12860.0,693,1,54.22,1
12861.0,620,1,68.25,1
12862.0,426,2,984.62,1
12863.0,52,6,2792.55,0
12864.0,138,2,299.57,0
12865.0,26,4,3323.4700000000003,0
12866.0,283,3,1227.35,1
12867.0,26,13,7829.26,0
12868.0,186,8,2043.76,0
12869.0,682,1,337.67,1
12870.0,375,3,1676.95,1
12871.0,84,3,744.02,0
12872.0,327,12,3283.96,1
12873.0,282,3,2027.3,1
12874.0,385,2,948.42,1
12875.0,143,5,1356.9900000000002,0
12876.0,58,4,4081.79,0
12877.0,4,20,2942.14,0
12878.0,236,2,854.99,0
12879.0,45,3,573.22,0
12880.0,382,2,640.13,1
12881.0,276,1,298.0,1
12882.0,9,2,1463.04,0
12883.0,25,4,703.47,0
12884.0,88,1,309.05,0
12885.0,63,3,1175.22,0
12886.0,68,2,1378.4,0
12887.0,384,1,222.4,1
12888.0,214,2,354.12,0
12889.0,381,4,385.46,1
12890.0,24,2,706.02,0
12891.0,186,11,840.5,0
12892.0,397,1,263.38,1
12893.0,31,1,176.55,0
12894.0,575,1,157.35,1
12895.0,42,2,372.8,0
12897.0,205,4,514.25,0
12898.0,464,2,296.21,1
12899.0,414,1,366.4,1
12900.0,422,1,340.33000000000004,1
12901.0,9,28,17654.54,0
12902.0,265,1,138.68,1
12903.0,429,1,833.5300000000001,1
12904.0,18,2,496.06,0
12905.0,577,2,1018.42,1
12906.0,12,5,2919.81,0
12907.0,396,2,508.91,1
12908.0,176,5,1776.0,0
12909.0,40,8,3103.19,0
12910.0,23,13,5796.52,0
12911.0,552,1,1651.72,1
12912.0,3,5,1662.3,0
12913.0,5,13,6283.24,0
12914.0,401,1,223.98,1
12915.0,149,4,975.1,0
12916.0,139,7,4479.73,0
12917.0,128,6,4359.2,0
12918.0,626,1,10953.5,1
12919.0,8,6,1335.19,0
12920.0,17,4,486.64,0
12921.0,9,74,35233.24,3
12922.0,161,1,405.38,0
12923.0,64,3,770.42,0
12924.0,88,12,2469.4,0
12925.0,5,3,729.33,0
12926.0,411,4,1523.97,1
12927.0,395,1,197.31,1
12928.0,35,12,4304.89,0
12929.0,312,1,117.85,1
12930.0,78,2,415.8,0
12931.0,22,57,92347.34,3
12932.0,539,8,1698.56,1
12933.0,24,8,1636.63,0
12934.0,737,1,181.65,1
12935.0,2,15,4243.86,0
12936.0,17,4,1063.9,0
12937.0,15,9,3097.61,0
12938.0,26,1,114.14,0
12939.0,64,20,25264.8,0
12940.0,55,2,899.69,0
12941.0,724,1,377.49,1
12942.0,131,3,675.6,0
12943.0,558,2,496.5,1
12944.0,36,2,604.51,0
12945.0,288,2,900.11,1
12946.0,437,1,324.45,1
12947.0,144,6,1603.99,0
12948.0,16,9,2317.43,0
12949.0,31,22,15526.7,0
12950.0,2,3,1843.0,0
12951.0,9,15,3213.7200000000003,0
12952.0,6,4,1387.79,0
12953.0,10,2,828.8100000000001,0
12954.0,639,1,162.45,1
12955.0,1,11,4757.16,0
12956.0,306,4,521.89,1
12957.0,10,13,8706.97,0
12958.0,400,2,467.34,1
12959.0,484,1,150.95,1
12960.0,414,4,1322.0700000000002,1
12961.0,379,1,211.99,1
12962.0,7,2,266.39,0
12963.0,8,12,3235.79,0
12964.0,437,1,132.24,1
12965.0,89,1,769.8100000000001,0
12966.0,10,1,160.18,0
12967.0,358,3,2938.52,1
12968.0,112,1,135.95,0
12969.0,603,1,122.45,1
12970.0,7,10,1453.6,0
12971.0,4,116,15704.6,3
12972.0,414,4,1161.2,1
12973.0,414,1,385.55,1
12974.0,198,2,408.95,0
12975.0,437,6,2100.09,1
12976.0,212,8,3156.38,0
12977.0,156,4,513.88,0
12978.0,385,5,2502.82,1
12979.0,729,1,517.7,1
12980.0,158,21,16245.78,0
12981.0,30,2,372.22,0
12982.0,243,8,2744.81,0
12983.0,598,1,490.08,1
12984.0,19,1,97.5,0
12985.0,1,2,1239.38,0
12986.0,429,10,2729.84,1
12987.0,74,5,1312.21,0
12988.0,292,1,505.82,1
12989.0,3,33,13551.75,0
12990.0,31,7,955.5,0
12991.0,23,3,764.82,0
12992.0,725,1,93.35,1
12993.0,23,8,1259.63,0
12994.0,4,3,974.42,0
12995.0,85,1,211.32,0
12996.0,376,1,355.5,1
12997.0,22,8,2110.91,0
12998.0,493,3,920.08,1
12999.0,196,3,455.88,0
13000.0,107,4,1032.5,0
13001.0,4,33,24042.65,0
13002.0,318,3,414.13,1
13003.0,106,3,149.05,0
13004.0,12,36,11650.85,0
13005.0,174,4,999.68,0
13006.0,56,1,81.57,0
13007.0,580,1,175.25,1
13008.0,323,3,612.13,1
13009.0,673,1,234.0,1
13010.0,374,2,330.12,1
13011.0,372,1,50.55,1
13012.0,9,11,2957.83,0
13013.0,1,29,11097.43,0
13014.0,11,11,5381.08,0
13015.0,53,11,6579.78,0
13016.0,73,3,789.89,0
13017.0,7,1,204.0,0
13018.0,16,35,9763.16,0
13019.0,379,6,1229.95,1
13020.0,563,2,618.96,1
13021.0,4,17,4887.24,0
13022.0,430,1,65.3,1
13023.0,64,3,1449.03,0
13024.0,471,2,555.87,1
13025.0,732,1,323.39,1
13026.0,1,9,1733.08,0
13027.0,114,19,17239.2,0
13028.0,23,2,661.3199999999999,0
13029.0,31,5,1927.3,0
13030.0,11,2,752.44,0
13031.0,407,5,3292.84,1
13032.0,52,9,2815.96,0
13033.0,357,2,220.55,1
13034.0,55,3,756.82,0
13035.0,74,3,1364.2,0
13036.0,685,1,307.1,1
13037.0,138,12,3914.95,0
13038.0,80,3,908.46,0
13039.0,584,4,1010.73,1
13040.0,9,2,676.99,0
13041.0,451,4,799.13,1
13042.0,598,3,1488.59,1
13043.0,273,1,516.42,1
13044.0,291,11,4848.05,1
13045.0,99,3,808.9200000000001,0
13046.0,31,3,949.25,0
13047.0,32,24,8428.53,0
13048.0,14,9,4049.13,0
13049.0,64,4,1408.24,0
13050.0,15,35,11986.52,0
13051.0,579,2,155.8,1
13052.0,212,7,3119.33,0
13053.0,622,1,127.65,1
13055.0,78,4,2321.11,0
13056.0,551,1,209.48,1
13057.0,530,3,709.59,1
13058.0,25,3,271.40000000000003,0
13059.0,250,10,2291.77,0
13060.0,254,1,307.53000000000003,1
13061.0,72,1,248.61,0
13062.0,191,1,346.98,0
13063.0,481,1,188.4,1
13064.0,13,6,1666.84,0
13065.0,373,5,1055.05,1
13066.0,24,2,470.8,0
13067.0,82,3,508.51,0
13068.0,10,2,344.0,0
13069.0,1,38,9284.45,0
13070.0,192,4,751.7,0
13071.0,612,1,129.22,1
13072.0,267,1,177.15,1
13073.0,411,2,418.08,1
13074.0,511,4,1378.74,1
13075.0,130,1,919.61,0
13076.0,458,1,135.4,1
13077.0,1,11,2740.65,0
13078.0,3,57,29018.06,0
13079.0,4,6,419.18,0
13080.0,179,4,280.73,0
13081.0,12,28,56838.37,0
13082.0,126,21,7335.75,0
13083.0,4,3,395.43,0
13084.0,492,1,122.4,1
13085.0,158,8,2433.28,0
13086.0,383,1,439.33,1
13087.0,726,1,313.64,1
13088.0,417,1,236.11,1
13089.0,3,203,113416.91,3
13090.0,9,24,13091.74,0
13091.0,28,3,2321.82,0
13092.0,71,12,2140.28,0
13093.0,276,55,54144.25,3
13094.0,21,13,2209.44,0
13095.0,71,1,74.39999999999999,0
13096.0,394,1,419.7000000000001,1
13097.0,33,28,13324.1,0
13098.0,1,28,28882.44,0
13099.0,99,1,207.36,0
13101.0,234,4,695.4,0
13102.0,1,37,11380.1,0
13103.0,40,3,709.64,0
13104.0,3,9,1709.1,0
13105.0,436,1,72.0,1
13106.0,133,2,603.46,0
13107.0,44,9,5253.07,0
13108.0,373,2,748.46,1
13109.0,60,3,1134.03,0
13110.0,31,12,2957.4700000000003,0
13111.0,719,1,321.88000000000005,1
13112.0,541,1,20.6,1
13113.0,1,37,18230.07,0
13114.0,731,1,234.38,1
13115.0,12,10,5494.7,0
13116.0,138,1,501.14,0
13117.0,22,18,2255.66,0
13118.0,20,9,2415.41,0
13119.0,669,1,134.9,1
13120.0,239,1,30.6,0
13121.0,269,1,283.73,1
13122.0,94,2,922.39,0
13123.0,473,2,506.75,1
13124.0,90,4,4641.66,0
13125.0,524,1,148.62,1
13126.0,5,13,3774.81,0
13127.0,78,1,259.17,0
13128.0,631,1,263.5,1
13129.0,452,2,233.25,1
13130.0,94,1,64.0,0
13131.0,23,7,3313.77,0
13132.0,262,1,77.3,1
13133.0,274,3,200.45,1
13134.0,86,6,2475.23,0
13135.0,197,2,3371.45,0
13136.0,56,13,6274.56,0
13137.0,11,16,7586.94,0
13138.0,22,7,1274.01,0
13139.0,16,8,8202.98,0
13140.0,108,5,1054.92,0
13141.0,85,17,7656.08,0
13142.0,19,1,307.09000000000003,0
13143.0,585,1,405.1,1
13144.0,333,2,135.35,1
13145.0,40,7,1128.52,0
13146.0,26,1,228.91,0
13147.0,10,4,712.8,0
13148.0,29,26,8497.82,0
13149.0,14,4,1676.06,0
13150.0,484,3,449.97,1
13151.0,296,3,2465.21,1
13152.0,417,7,2146.38,1
13153.0,6,1,486.22,0
13154.0,399,3,1624.84,1
13155.0,33,6,1370.48,0
13156.0,385,3,1586.54,1
13157.0,49,9,5687.36,0
13158.0,95,5,1508.18,0
13159.0,9,4,1429.35,0
13160.0,22,1,91.8,0
13161.0,313,2,472.13,1
13162.0,122,16,9275.49,0
13163.0,610,1,17.65,1
13164.0,569,2,372.2,1
13165.0,46,3,1451.16,0
13166.0,283,2,875.93,1
13167.0,19,5,1125.15,0
13168.0,36,5,1840.73,0
13169.0,64,3,840.08,0
13170.0,27,1,108.81,0
13171.0,22,3,468.41,0
13172.0,400,1,69.6,1
13173.0,4,11,2399.82,0
13174.0,16,12,7995.36,0
13175.0,582,2,831.45,1
13176.0,46,1,481.49,0
13177.0,65,2,512.2,0
13178.0,26,21,14059.19,0
13179.0,619,1,572.3100000000001,1
13180.0,607,1,86.10000000000001,1
13181.0,381,1,359.69,1
13182.0,45,1,121.18,0
13183.0,8,15,7036.18,0
13184.0,15,10,1668.95,0
13185.0,268,1,71.4,1
13186.0,40,3,1575.89,0
13187.0,337,4,341.36,1
13188.0,11,1,114.6,0
13189.0,19,2,260.68,0
13190.0,544,3,570.66,1
13191.0,658,1,164.69,1
13192.0,95,6,2558.58,0
13193.0,61,1,112.08,0
13194.0,136,2,472.78,0
13195.0,414,1,136.73,1
13196.0,11,7,3068.84,0
13197.0,610,1,373.0100000000001,1
13198.0,10,8,4974.2300000000005,0
13199.0,4,67,15964.21,0
13200.0,19,4,870.09,0
13201.0,502,4,1233.06,1
13202.0,394,7,1580.3,1
13203.0,10,10,2648.25,0
13204.0,731,1,966.66,1
13205.0,443,1,2803.2,1
13206.0,400,13,8308.19,1
13207.0,15,4,535.86,0
13208.0,59,9,1976.3,0
13209.0,30,13,8509.51,0
13210.0,94,1,353.48,0
13211.0,10,10,2618.77,0
13212.0,20,3,786.83,0
13213.0,57,11,3851.52,0
13214.0,418,7,3264.23,1
13215.0,402,1,81.6,1
13216.0,268,1,333.74,1
13217.0,122,4,666.48,0
13218.0,127,1,62.64,0
13219.0,618,1,76.23,1
13220.0,78,5,1336.09,0
13221.0,240,2,847.41,0
13222.0,577,1,88.5,1
13223.0,200,6,969.12,0
13224.0,60,2,2155.95,0
13225.0,3,16,16260.07,0
13226.0,273,2,312.46,1
13227.0,202,1,257.7,0
13228.0,81,1,358.0,0
13229.0,226,1,160.95,0
13230.0,4,30,6120.01,0
13232.0,13,7,1328.35,0
13233.0,74,4,1176.46,0
13234.0,673,2,346.5,1
13235.0,212,1,1031.07,0
13236.0,25,2,744.85,0
13237.0,388,1,643.0,1
13238.0,17,6,1006.63,0
